"","var","param_est","count_iter","gradient","negLL","coef","t.stat"
"1","constant_LandBldg","-1.94673406153618","52","0","-199578.707167416","-1.18746823946273","-3.78488895292976"
"2","constant_LandOnly","0.0941086870847514","0","0","0","-1.36803835291325","-4.35660697611008"
"3","constant_Condo","-0.00359495553100462","0","0","0","-1.85605222716483","-5.91384885692818"
"4","distance.num","-2.10687376959281","0","0","0","-0.0145312164268008","-79.031181671997"
"5","area.m2.num","-0.0370025991907196","0","0","0","0.0024775220801764","403.004719889519"
"6","total.floor.area.m2.num","-1.23691123389513","0","0","0","0.000617258567133426","107.965910543587"
"7","building.age","-1.04311933406445","0","0","0","-0.0120300098251735","-144.587758433703"
"8","LandBldg_RC","0.0067151782346596","0","0","0","0.417533142911491","44.2097681456304"
"9","LandBldg_S","0.00150860419470814","0","0","0","0.16946927175053","19.479220694195"
"10","LandBldg_W","-1.0022560968388","0","0","0","-0.14014289981077","-17.7865001229758"
"11","built.1981_2000","0.000565641286798467","0","0","0","0.162976042065373","60.409784911772"
"12","built.after2000","-0.959982947822738","0","0","0","0.412908004286676","159.37506670328"
"13","Urban_Control","0","0","0","0","-0.900792026990325","-40.1647146647025"
"14","Q4","0","0","0","0","-0.0926388297906294","-45.0565975074523"
"15","max.building.coverage.ratio","0","0","0","0","-0.0019066561621693","-24.8334375134864"
"16","max.floor.area.ratio","0","0","0","0","0.000432893925476273","36.7493811676606"
"17","City_Fukuoka","0","0","0","0","-0.890475355252377","-68.9111300682338"
"18","City_Nagoya","0","0","0","0","-0.393639071955705","-79.5699211953591"
"19","City_Osaka","0","0","0","0","-0.241776572576096","-38.6919348213853"
"20","City_Sapporo","0","0","0","0","-1.21798099477572","-87.1871879677821"
"21","log.nGDP","0","0","0","0","1.28351872698893","51.6623383085465"
"22","log.CPI","0","0","0","0","0.782108226457589","14.317590904577"
"23","PctImmi","0","0","0","0","6.77393343563337","66.8086037361904"
"24","Ncrime","0","0","0","0","-0.0439386294182645","-50.562619316304"
"25","PctUnemploy","0","0","0","0","-4.30598401017102","-44.4186779945714"
"26","PctExec","0","0","0","0","3.35275756492343","37.8163255792953"
"27","JSHIS_I45_55","0","0","0","0","-0.140584079261928","-7.24598132927666"
"28","JSHIS_I55","0","0","0","0","-0.502511909454348","-24.3115945018966"
"29","Xpsi","0","0","0","0","-0.0208067617508739","-3.82249799948483"
"30","psi","0","0","0","0","3.89","1.21423851933477"
